cMmQsFyrYBv6hIE6NffqZQ,3.81,79,18,89,26
eSAmN-5RAu8y1igSvz_yJw,3.95,252,444,970,728
VKOREbYBDBK5oaorb6j6mQ,4.13,23,17,24,17
LRsJbMmLXcMpZ3Fqcys0vA,3.88,8,1,4,0
n4RPA0Cuem4ygQxPIdLBLQ,3.91,130,33,117,52
qQxDnjMexrsfltQV7I1mJw,3.81,21,1,24,10
pYfB2Asdqg5ampdmqEjdzA,5.0,1,0,1,0
-aCl04VaJ4FWzo7y2diKZg,5.0,1,0,0,0
TGQRbUuikgzO2ARVicH1cQ,4.75,4,0,5,1
akmkd_2iLRrbOyPBfYLN0A,3.24,59,87,171,118
f72UJVOllcjgpZdOi7-gkA,3.5,7,3,12,2
EJeBInfAGoBiVWqXX2YTQg,4.0,3,1,4,1
rpMb-wEYPevvuaKLIbqrvQ,1.0,1,0,1,0
iIfuhtK9Pu7tLSNbxxoJfg,5.0,2,0,2,1
BE27SDgLqJTEjVq2p9yZDg,1.0,1,0,3,0
RqWIxCYG4a42mUCChgMQvA,5.0,1,0,1,0
IFKDDiyY-ap8DNaSCIwbZQ,3.1,32,7,11,4
sowwcc9gasFhwsdMgsMzrg,4.75,4,0,1,0
XYx6ZiTSIpbC3qm_xEm-KA,4.33,3,0,0,0
f_rpabHGZ4SgFZp5_jQ8KA,3.0,2,0,0,0
zKyJDKJwAfWGB4HKXp9snw,4.0,36,29,35,25
owCSYaRJEiV-kk2L2HP00A,1.0,2,0,4,0
uBAMd01ZtGXaHrRD6THNzg,4.33,16,5,17,7
JopzNRMvBxIc_M5pZfoK7Q,2.38,16,4,8,3
IBgAJmUpRFt7oxz0A7l80A,3.67,4,0,3,0
FxEau0b8pC_N7QeZNHZZtw,2.8,12,9,9,2
u74AsCsDA4gSOGHySJTm3w,3.56,25,7,31,7
2QzrMw_uWZuhPFvqie0cmg,4.0,8,0,6,7
6LDJDgd3bllzpeo1JzJSIw,3.25,4,1,1,0
z-TD7Mf07w8jdS2xbYp0Dw,5.0,5,6,7,7
_j70DLAT_Unc8uR_PNkp_Q,5.0,5,5,6,5
S7Zlol5qxWrRGX21Uqs4_A,5.0,1,1,4,0
ZpRbqGdmhgiENWtw_XQ4OA,1.0,1,0,0,0
4expbzCvfg4ZEWh8MOD9Cw,3.5,24,20,49,11
PXLb9RnpfSPRG4nNa1F05Q,5.0,1,1,3,1
J0jywlzX6xwjDqPewyv7MA,3.5,2,0,5,3
fM6zztYtf9W5DsXUhy941Q,3.65,71,15,67,25
F3kzrZd3R_z60p5mPeAT-Q,4.5,3,1,3,2
Lw2JfTJSlGLJa_qjoeYnbg,4.2,5,0,1,0
TSmeNkbRpG_8REsLeTIwnA,3.31,70,16,66,41
rxLztfrLaSOhwl5LTqbqzw,1.0,4,1,6,1
GDs9jnBBln3KhU0teNsHDQ,3.31,380,103,179,60
UlF9QddRCygQrmmXuwIFjg,3.87,42,5,14,5
K-N_hbnmYNt35J35ocjbww,3.0,1,0,0,0
i2srUvYyu0rX8ODt_RKG3w,1.0,1,2,1,0
GN-4LStZtWdAqNjwUUEvNQ,3.78,18,6,26,5
jv9monaBCfX84LIW5gFs2w,3.0,2,1,6,1
3ouCNuKrN3cw3bBZHXdcyQ,3.6,6,0,3,0
SfXcp7C6lzRgYBiNL6zX7w,4.27,26,3,25,3
kfvcQcMouoxlw4bmQebxww,3.75,4,1,4,4
2mQpxWifARjbp7H1rehVrQ,3.65,238,196,578,412
gkLF4m_BlvFRhOuh1OGgyw,5.0,1,0,0,0
7xp8QB-6APuFbiSdEI3-4Q,5.0,1,0,0,0
YyV13Qb7TL-o1rvn_b1VGA,5.0,1,0,1,0
Cw_f-K74pUnQs-A16itmEg,4.0,3,0,2,0
weBOpmQtMv8Z_L54gPs3hw,3.86,9,0,4,0
nVs5vkTn-rcbpVbnfl_KWw,5.0,1,1,1,1
Uo74EZEYjOeEfsUpdS3oiw,3.5,2,1,3,0
JiJSN4Ke7om8lkkllKTR5A,3.95,21,3,7,2
AcErO3j0GFTXbdJHbuD2-Q,3.79,47,18,48,21
53AZajKCKZsf-VosN8Dmeg,4.0,5,3,7,3
1O7mOUPJCxB6e5pdyCin4g,4.0,5,0,2,0
nu6xTWhL3SVrnxPgJOE73Q,1.8,7,1,12,0
xZJO6cRX6OHabaePvPzsXw,4.17,6,0,4,2
v1ntgoANp9xLxf4u5iJR4Q,5.0,2,0,2,0
bbVdfdqq3_XmWTxrhqPa0Q,4.0,4,1,3,2
oe614PyMdAayDUfWEaFUUA,3.89,88,20,116,23
Qo8UkUSL5y-MCw50eIACsQ,3.17,18,2,6,1
sXWvDlMQspjJ1zzr3cEM7Q,3.64,439,210,907,580
Wg4mxEGEI7Vz8VC0WCI69Q,3.62,14,5,28,11
fJH98Ok6ZlfBmsd0h_HaUQ,3.5,8,0,16,3
hkXeZdoz2uk1ZLORqYQ47w,4.12,8,0,3,2
tHE3AJdBju9VQ0fzbP72dw,5.0,1,0,1,0
O5dNmqcrCiE7FG7VS3y-Cw,3.75,28,8,39,14
ify3N2NjFX_sjDnslizsvw,3.85,26,1,10,0
oQSK7Poz3Ex95qpsv2EUcg,5.0,1,0,1,0
SFWaDnvJtHPD0pIru1y8wg,3.92,12,9,28,6
ThZw3MFhwjxU4bjeFL3Pcg,4.6,5,5,3,1
ZsjBAQiO5lNa_Tzlr3_FlQ,3.8,5,5,6,5
oFHxCaz9iIkuilTtqlzxEg,3.93,332,43,209,91
bzE1d8iiwkswuyjqC7r11Q,3.33,3,0,1,0
j0KVSX1QWLgjqVoYLjLqEA,4.0,11,1,16,2
RD2YHSnQCy2iSN_EGo3QdA,3.67,4,3,12,4
nr5-g3HCSidJ9fBoAP39jA,3.97,29,6,21,6
9b7HeM91XY9tIFGFVi7Y5A,3.71,8,2,4,1
AIvZS_tQ7y-ADNji1KM9Bg,3.0,4,1,3,1
iSjr5iewkapr08l5SPAi0A,1.6,7,4,8,1
dlcDKOOlGeQ7Cu-6tAiHYg,3.93,30,3,11,3
T2u4D_GmKo5KbDiXLRTcyA,3.43,15,6,16,5
AdNbFzW14o88wNo7dTKz6g,3.5,3,2,2,2
RxX5_RP3hSGpMhGY6y6OiQ,4.85,13,3,9,1
yf8gN_pRFE4c3zs1D72l4g,4.0,2,0,0,0
bWNjCQyTJttofo3dKtTTPQ,3.75,198,35,140,58
PyhTmEpgkP1CMGJP-bB9DA,5.0,1,0,1,0
4CJGQajGdc8JwFneADetcQ,3.67,1357,2036,3391,2331
3sfS66tTc2BLmcU959dSsg,4.15,14,2,2,0
p7CS-HdINxXUVxn9Ss09VA,4.0,19,2,35,4
LFLqZT3zTP5nJ0kH_ydVkg,2.75,4,0,4,2
VbkrQcb615YaVp7bFyt5fQ,3.94,31,52,97,43
JK0mzJWym6AFSrw849bmrQ,4.18,11,2,11,6
ngU1vdwjT2lGOsdTq1JK5A,4.22,9,4,11,4
23zT_daU4O5VcFnajw8MTg,4.0,22,1,31,11
SgLoVOP_KUVQuDDI3PpkFA,3.88,17,9,22,3
-d12fQpJ6XhN-hPzxeStCg,5.0,1,0,0,0
TbZ9KAHJGtmV73thmvjygQ,4.5,2,1,1,0
83UjWE-VBOoOws1oI4JhfA,5.0,3,1,0,0
4k3-pyX966dnSMuvuBvLjA,3.85,13,1,14,4
eT1fp_Js2GD5Z-FIt8CC1w,5.0,2,0,0,1
nTFnSwqOpyj5d4IifRa8XQ,3.67,3,0,8,1
8Kvmut7tOYkAxa5KPBT3FA,3.5,4,0,1,0
vh85A2GSrIovm3W7CG4R0g,4.75,4,4,7,4
4QA8ilDzVnF4j__I6E4T6w,2.8,5,1,6,1
OIEmHXKytEoQfnOu2Ozmgw,4.75,5,0,1,0
out_4MBKTtOqlXlHOlXwFg,3.5,16,2,19,2
J-H-q2-4AyFM1ILE4MARAA,5.0,1,0,0,0
gQm2p1gmBPQ4f1sHxgRlbw,5.0,6,0,9,3
TGZknBtL5dyiuoThHSKmMg,1.0,2,0,2,0
GIBTgFC8amRa295ozndJIQ,4.0,2,1,0,0
lzutD82kSsk55M7XEId6GA,4.5,2,0,3,1
N56tE_bSNVAgk59avW-TFA,4.83,6,0,3,1
Qx6Kq92S72-tik94Hfn0UA,5.0,2,1,5,3
zGsGvKgD-5ZtXNzTagjbkQ,1.0,2,1,1,0
vz05hlteS6XvnczIInsnqw,3.73,40,7,30,11
umHlSGfbPXti-VOinu7fkQ,4.0,5,0,7,1
8McyBeTdW7D4BG87Tv41WQ,4.58,13,1,5,3
ew-YiTn2fJH0IyjXSltKBQ,5.0,2,0,1,0
g5hVihQ30Nn-XoswvlvMvQ,2.33,4,0,0,0
lw_Lj1XjPjOYrDIkDEcDzg,4.2,10,2,3,3
6dDBJ5G-C5lcuLeUAwwdvQ,4.0,1,0,0,0
VFcEaZC5ojcgA0RIcukggA,4.0,3,2,4,1
cKFd4AkPGpOkEy9zR_7O5w,3.92,13,1,4,0
sv6o8BdnMM8UB-KTH6N7kw,5.0,1,0,0,0
O8tNWUq6vPmvq2YTVD8hlA,4.12,258,349,776,402
F98yAgA43QQR0woD80Voaw,2.5,2,0,1,0
chHirosDitN1crv1thxA6w,5.0,2,0,1,1
ShQZSh_0Be48sy-JQOb5dg,3.67,43,3,29,4
jd_A8MB3M33Xy9Dd7UJ7_Q,3.7,10,4,8,1
Igu8LjeJunbmmsZycWZuEA,2.33,3,0,1,0
F5ACaWQvyUQ2HH7-YIkdkw,1.75,4,3,5,1
aNtYQW1GoDXlLzEsEmoR3w,1.0,1,0,0,0
e1a1i8aFuFeSn2dJbKycmw,3.0,1,0,0,0
sNek-w3xKlwit6q_JpnT7Q,3.83,23,4,14,5
SH9lxmHsiUxQ-2Ic7A0Bcw,4.5,5,0,1,0
Kc6eyirhmOH8vXBljMXDCg,2.62,10,5,17,8
IWCF21myBYma3Cmb_9Z8LA,3.38,9,0,4,0
UG4Mj3GJs4PpnFlF6z7g1Q,3.4,5,1,6,1
_D1zyYMjll4almoGZjBmkA,5.0,5,1,5,1
oYiskdGb0XYT2NjRb-s_qg,3.0,9,0,12,0
vtfOF92rj8kXGRlMPiprWg,3.45,100,80,84,65
hWM1k9RNkPH9oCcoVS1ftQ,3.74,43,6,35,11
15J3D1xNze1NbO2SoqAQfg,4.4,6,1,2,2
o99g5QZpt_wc4bk1uvEH7w,4.0,10,3,16,1
bgjGWDjAxqIPF7BJBUps2A,2.57,24,16,66,14
iY_jDdD4BrRMSYgn3tCDtQ,4.0,5,2,6,4
nAjxNm5aWD60h6qy2bMacQ,4.33,3,0,1,0
US3AZyMVZJxg_3Tzs4xoEA,2.8,15,5,9,3
2qHG0PbNhP2GYv5ITnSFRQ,3.0,2,0,2,1
nUGV1dVjO84ZI3nplRbwFQ,4.2,5,1,19,4
R5jIAytpLfAPwsIpsViEsQ,1.0,1,0,0,0
yTvUoE-kAg6l11mGkdJFJA,3.75,4,2,8,3
DYs-7UH4lhgjvGe4d8huvA,2.0,3,0,2,0
7OqeO0eqe805StjppUvUFA,3.35,68,35,128,47
0bf_zvgBrEOnx7TLh8dxOQ,3.63,173,12,63,47
JvVYWmY3xmiu5cpbsGfTaA,4.0,2,0,1,0
TD5LHxKwYJWkSVjxx8y2pg,2.0,2,3,0,0
ATlqgcQwb3XzvDnq3Lv-0A,3.72,133,24,92,27
MAvkqp_gDtKYU1d981XnwA,3.96,24,6,30,10
POPVwe5sCm-SQZVkBo8S2w,4.05,43,4,18,2
8D408fDn0twwIW6FZ42YWg,3.15,26,14,46,9
c-nW0Acxj4mbX47XSpmJPg,3.62,37,12,27,6
qm5xGd3d47RfLWib0ryMAg,3.83,18,26,41,21
6SLj8XiCdqeR_DHR2JmEdw,4.0,3,1,2,3
fl3mDJ62rLlKIdF39Lv8MQ,3.33,6,3,3,2
btv7I8PxSgF4GQFIDq4rYA,5.0,1,0,2,1
NdytAQjOvVt1Ro8-Z99ngw,3.86,14,1,14,2
-nt-buRWQvDsbXuvhole0w,2.76,34,20,36,10
VDay0jaCPqADA2PIYco0uw,2.0,1,0,3,0
pYsYs7eQ9SWqAaQS0xoRLA,3.65,412,3807,4704,4135
Dw8c5RaDIvbQ16eubug6rQ,5.0,1,2,1,0
1u_jzMe9q3rHLUr8wb_GdA,4.81,17,1,2,3
UiEyQ_x2wNF6Ad8KFdoZ_A,5.0,3,0,1,1
_FbZ1gXZL349iiz5D8gz2Q,3.64,22,10,34,14
Ryy5lzNOevuI3aEc95768Q,5.0,8,3,4,2
SnbTDuEJZ3bvarb2L0Ykrw,3.78,9,0,2,1
P-lfV8cdAgEOZJkw2dJpsw,3.92,1033,6311,9219,9884
cCQberZUpkXgdGtCoqTvMg,3.67,3,0,3,0
-hSy455NBx_lQ3SeQioq2Q,3.65,26,3,23,4
vewaAGn2n53naTA1a2WP_A,4.2,5,0,12,1
Z18eLwQq7SYPd02nPo7juA,5.0,1,0,2,1
xJmdrh4uEDAKf-2KjRArHg,3.4,6,1,1,1
uEG5uD9wMJixGWxaq34IEw,3.64,139,82,194,85
PESZTjx1dw1XFdZp972qbA,4.2,5,2,2,3
0PDyF0G9HNEkC4qT2cSQFA,3.29,8,1,5,1
q6wboZhfNXd9dI57ct0XIw,4.0,1,0,0,0
f-_7wdkiXOc9TEfa4ZJEwA,4.62,8,0,1,0
0w7AQaUnSQztBbt4JT9k5w,4.0,8,1,3,2
jfXT_8J_EQnJVa4sJ3z6hg,3.8,1314,431,1543,770
96Re6vNVUJcozL0FEzO-Nw,4.67,3,0,0,0
TPxhtgj6BzpKBih2G5EHIQ,2.6,6,8,7,2
iP2sk2ek0sDyWJIZyU4j2g,5.0,2,0,1,1
d0KoBZ8tnsMzb2iG45vG-g,3.33,18,0,7,2
74BsmOZHUUdsvzYtGtlRiw,3.81,347,270,489,334
ZjP38OJwq604QnBzDxVlSA,4.14,7,6,4,3
mYhWH6RExfM_EpMR_uUozQ,4.25,28,1,6,2
uyUfGVoOwQVtpBEhVCVcbw,5.0,2,1,1,0
8Uuwc4VaupFWvlGRwOZ31w,3.88,26,2,24,4
VdL4eS8fAWCNInNtMvd-tw,2.82,17,0,2,0
jQcGFSO18cicLzCtjhvGBA,4.8,5,1,4,4
XoNSmEkutP_17dO7HLYc1Q,3.23,31,12,65,12
3QaC0Ljl2hWLdL_jzt6nJA,4.31,16,2,6,3
cRDmScDj6j_jPlyZn27bXA,2.7,11,2,4,0
dVXdgn9PKvSozekkyhi16Q,4.67,3,0,2,0
fCAuRQFkaN3UEebkfgpHUw,4.5,8,3,2,2
I5AcIAujn4X0fzjq-CTLBg,5.0,4,1,2,1
FGFYZUNgWcyBpWWH-1aauw,5.0,1,0,1,0
Bw9aoRUhoog-AtVnDBw_eA,4.43,7,1,4,1
YCaqPOlG6CfKOSXUGAKicA,2.0,2,0,0,0
-txH2zJSBZQHO6RWvoWXuQ,4.05,58,155,243,267
jmquyMQUHSuS8IQkv5PyYg,4.83,7,4,11,9
jyu9ThrwLGgVE1csLKR1Yw,3.77,13,1,8,5
6Oko6gNlXvknpF27R1FWOA,3.0,5,2,1,1
dDH8DGz2-PG558RHu5rWDQ,3.14,8,0,3,3
IwZkZmCpc2D7DslEogiBYg,4.0,1,0,1,0
1g-nGTPpg3_pjYbkgRI9jQ,4.0,1,0,0,0
x8n40c7W1MTWTTXsI2TxTw,3.9,50,22,56,30
tdNV2Wb0LrFpm1Yfov_Klw,3.91,357,1511,2519,2110
TouZvN0GpE8Ngm8_cWOK1w,4.0,9,5,6,3
P1gw1GkB7Kye4LK52a9kXA,3.0,6,3,14,1
gQhHDBekmBHSKdQ2j5mmQg,3.15,61,7,23,9
nWp3eeRsjv1ol3wCt3Ry7Q,2.67,6,0,5,0
SZxqMdlFbidxrxjiCDzryQ,3.2,5,1,6,1
Fjs6c1PwzY1YbTcuAyubCQ,4.0,32,5,15,9
AVHseP2_PaUlCWhSsS7oKg,3.5,3,2,1,0
t6u29OyVPTIDI-RUlmp-WA,3.33,1790,5167,6491,5858
5hOiRU4n02xNvxsfKKoznA,3.44,9,3,8,5
KwYxQgDFvM24DYXSVfEraA,1.0,3,0,2,0
i4MKtZoii8WCSq518WvIkw,4.1,60,37,144,75
oeQjThrGQAQIHWN2qBeERw,4.21,29,7,29,10
mQba83gB018LlGt51r80ZQ,3.82,106,66,169,80
3qgnVSizS98l5yZXGOW_sg,5.0,1,1,1,2
qnMSU4fQFauVQGLCotjlww,5.0,1,0,0,0
j2mGvnnXhp_fUxiNIoH6KQ,3.44,27,8,25,7
dPPa8QTRDT-6-LfRYQeIHQ,3.29,7,4,3,1
rUkjzVMimlyQ5n6iePQ5FQ,4.04,24,2,16,2
WYfVgKWdSHr8NoOEjnf8BA,3.62,174,18,86,30
VW7x5Jo1Yi0c34-kOT63pQ,1.0,1,1,4,0
gY-ne6NPsUzCdeWJonLhzQ,3.43,23,12,31,16
r8Jtn1IXRsZEddyYLdczDA,3.75,4,0,4,0
8AmFNpqDOvj5Yjfhxpysvw,3.86,51,1,18,1
NwsZvz90aj-bUg5hjyJmWg,3.26,27,12,49,7
r3tb0RdVAx0wiGWFLv0t8g,4.5,2,0,4,2
PKZvqm3IeWiWBYoDDoEG4w,3.22,10,0,5,0
yvvtblpPi_QH41Jm6ari0w,4.0,5,18,49,16
HrJ2gJ-J-WuoUKTAz_02Aw,3.2,20,9,25,5
c4Frs03yozdJJ3uvuSAp3A,4.44,9,0,4,0
FX7xoins2KhtC7y79BEU9g,3.38,16,1,5,0
F28hTTLhM5sEtIc8k7KQVw,5.0,5,0,8,1
kak_OB_Bb3VFDSguCdHN3w,5.0,1,0,0,0
lS6LniF_pemBHBzigzWBbg,1.5,2,0,3,0
nxW7C0VHPYBkbuyDqBkG-g,3.0,1,1,4,1
KMIRiJOWb6yQk_RQXyOijg,5.0,1,0,1,0
oUGmoziFCwNi2oUHB54SGg,4.26,23,4,26,5
3CiFPZtiIgzxwE3Oz8N9lA,1.0,1,0,1,0
4GzBe-7iyLaCFHfqbChXyw,2.43,7,3,3,0
ebsr5Hg2hE99-iEzSRPdBg,4.0,9,6,25,18
IMNHojI9CeW1NBmYVqyGWg,3.62,16,2,9,0
HAV50pwRVkmu8ZHD0bbZHQ,3.2,10,1,7,0
sMiqBDhg1oasooQ7pWBQ_Q,3.5,2,0,4,0
GnVC8ULHrl8o1stcNgSnnw,2.0,1,0,1,0
zX-1TG5Faj7aDAt15X1vmg,4.0,2,0,0,0
xdqZrsB4ZhxYX5hoW984jQ,3.5,2,0,1,1
UEjyCWJI8ytVSxknmHk6Ig,5.0,1,2,0,0
mSyCw4WTV3oLtTtRE-uylQ,3.22,9,2,6,5
9QKLP4w8DBktVfC28HAgxg,3.25,4,1,8,4
zw-bIcZP4_VEi3UetomDeg,4.0,381,1317,1851,1602
r_5slEuf2V8ab3SZMHVfgA,3.78,117,36,160,103
oZVr2_zB0h-Jb2dE4IVWbw,4.29,7,0,3,1
omeswY0LjLvCb8qouz763w,3.83,6,0,4,1
FGdS11SSEE0VZnb7E4BiiA,3.47,76,9,66,16
7H6TgnJAxZjK4ZWdq8-Tqg,2.97,36,9,27,8
MxvD9pq_jF4FxtO1yNetZQ,3.0,3,0,2,0
zigHnwA0FSGPGUE59lLFzA,4.04,24,19,38,25
f7Hv9J9GTTXd3XsfRgt3Pw,3.1,40,11,42,7
SKkvXrkPKEANoxNiBzfCtg,3.79,19,2,22,7
TpiiNLZRlBiNs35Nlm2-wg,4.12,124,32,111,61
KvvUJzBFR0BffuNrrLUZug,3.59,63,16,69,48
QlCdjt6FoM8-qa51N2jCSQ,5.0,8,1,8,1
MfBVS__OS-2Nm-zzmo7gEA,3.17,6,0,3,0
6W8g1cFTauSG7GsZGNhIjw,3.53,78,12,105,29
0Vhjh1g_9MhXZ8Hb_jNiTQ,5.0,1,0,2,0
9YcqKqs7xFH2tMOuqoUsQA,4.0,8,6,16,8
SNxagk8YIdqqFmoY26PmXg,5.0,2,0,2,4
4wLQR_2P2eYQUC04yxm09A,4.2,6,2,5,1
aj_KGzzcR-l7sewDnApqDA,4.0,1,0,0,0
z99Xto9oUSRfaj03mqQlfA,3.67,9,1,19,0
OfIm-r7GAv7p5JwzPUYDXg,3.29,7,0,1,0
76SlIVfcXJujKQ3xSyYtOQ,3.8,25,6,18,5
kruq_yMP2e__5vpG8sTq3Q,5.0,3,0,0,0
YiTrAuaKH0QGBHYe0h18Gw,3.39,18,1,19,10
bi9COAGNGGFWaScZ2DgMzQ,2.0,2,1,0,0
IqAcO08I-GS93qY2BrmbTg,5.0,6,2,1,2
Wmlxh305msxQuG2Mje_AvA,4.74,19,7,28,9
cMNHD4NWHvsKhmJlx5F3ag,4.6,5,0,6,0
7AYyejHIG5r7P7JFsZ3njw,4.29,14,2,10,6
8e5nqlfZe9iGTGcaqBN0lA,1.0,3,2,3,2
tDxKlkWxL1Dd1Sp_nBF6BA,4.25,48,18,68,33
uQPynTxs2LUNHerWP3Jbhg,3.5,2,2,5,1
JQnT2lCJrg0v277C4OpunQ,3.0,2,0,2,0
JZo5obvpX6Dsc42eheh_bw,3.0,1,0,5,1
b87-U2ZwReh80dLWA-ZieA,3.34,80,48,190,63
s0JvVpNcu1KacfWXboVuvw,4.29,7,0,8,0
izrPGEutYNurRfodgsIxAw,4.3,20,18,55,24
8U7_9ccG10nULjZZANxjCA,3.74,27,1,18,7
Xzy0-Ju1stFNrgqs0IrGiQ,3.87,46,8,68,14
uTwbgmE_wFyqSaqpc9zP_A,5.0,2,1,0,0
-VLz8fGKbli0lMkmzTU6wA,1.0,1,0,5,0
br1qvK-MvggCRpDcW4_ezw,3.0,2,0,0,0
3oc5xoPfPkYwJ04rqU46uQ,5.0,1,0,3,0
5jODkdonMV0HbIIPik1RuA,4.0,26,7,23,5
4aM_mL0xArtvpJBwetqagw,4.8,10,6,8,8
IsvpOkTel_AWtGTAapM6XQ,4.23,56,12,39,12
MQz-bZND3T_-RRwBOcINKQ,4.29,28,4,18,13
yT5zeZCV2jDHdQX5xBSxpA,4.1,10,0,12,1
BVqYroeIcjd5dZq6axUNAg,3.7,93,24,110,30
wHJOaznFDWzoAwQskGgAJg,1.86,7,6,14,3
ChasWJt6OMCsIpPg4Uly8g,3.5,8,5,4,3
JJ-4CMgzXvH-2ezBdojnaw,5.0,2,2,3,0
enD3soG1PXoBx60R9oXb3A,1.0,1,1,2,0
fOpw1fEVhhWMqo0B7NjsVw,5.0,1,0,1,0
ISTfsB5G2Qsqvr6r4vVy9g,3.67,3,0,2,1
6EvgGCHSr5tJiLyJ9dZn3w,3.0,2,0,1,1
